Participant,Part,Source,File,Condition,Staircase,Score
pp1,part B,STpp1.21,st-gb135,21,1,16.20
pp1,part B,STpp1.21,st-gb135,21,2,12.29
pp1,part B,STpp1.21,st-gb135,21,3,25.90
pp1,part B,STpp1.21,st-gb135,21,4,21.24
pp1,part B,STpp1.21,st-gb105,24,1,5.42
pp1,part B,STpp1.21,st-gb105,24,2,4.12
pp1,part B,STpp1.21,st-gb105,24,3,5.42
pp1,part B,STpp1.21,st-gb105,24,4,4.52
pp1,part B,STpp1.21,st-gb165,23,1,5.12
pp1,part B,STpp1.21,st-gb165,23,2,5.53
pp1,part B,STpp1.21,st-gb165,23,3,5.42
pp1,part B,STpp1.21,st-gb165,23,4,3.32
pp1,part A,STpp1.15,st-gb135,12,1,5.12
pp1,part A,STpp1.15,st-gb135,12,2,5.22
pp1,part A,STpp1.15,st-gb135,12,3,5.32
pp1,part A,STpp1.15,st-gb135,12,4,3.32
pp1,part A,STpp1.15,st-gb135,11,1,3.70
pp1,part A,STpp1.15,st-gb135,11,2,6.15
pp1,part A,STpp1.15,st-gb135,11,3,6.87
pp1,part A,STpp1.15,st-gb135,11,4,5.12
pp1,part A,STpp1.15,st-gb105,14,1,4.05
pp1,part A,STpp1.15,st-gb105,14,2,6.27
pp1,part A,STpp1.15,st-gb105,14,3,5.83
pp1,part A,STpp1.15,st-gb105,14,4,4.77
pp1,part A,STpp1.15,st-gb165,13,1,5.53
pp1,part A,STpp1.15,st-gb165,13,2,5.93
pp1,part A,STpp1.15,st-gb165,13,3,3.49
pp1,part A,STpp1.15,st-gb165,13,4,4.27
pp1,part A,STpp1.12,st-gb135,12,1,4.85
pp1,part A,STpp1.12,st-gb135,12,2,4.94
pp1,part A,STpp1.12,st-gb135,12,3,3.32
pp1,part A,STpp1.12,st-gb135,12,4,4.61
pp1,part A,STpp1.12,st-gb135,11,1,3.20
pp1,part A,STpp1.12,st-gb135,11,2,4.12
pp1,part A,STpp1.12,st-gb135,11,3,4.12
pp1,part A,STpp1.12,st-gb135,11,4,5.63
pp1,part A,STpp1.12,st-gb105,14,1,3.56
pp1,part A,STpp1.12,st-gb105,14,2,5.83
pp1,part A,STpp1.12,st-gb105,14,3,5.63
pp1,part A,STpp1.12,st-gb105,14,4,3.98
pp1,part A,STpp1.12,st-gb165,13,1,5.22
pp1,part A,STpp1.12,st-gb165,13,2,5.63
pp1,part A,STpp1.12,st-gb165,13,3,4.44
pp1,part A,STpp1.12,st-gb165,13,4,5.63
pp1,part A,STpp1.2,st-gb135,12,1,13.50
pp1,part A,STpp1.2,st-gb135,12,2,20.52
pp1,part A,STpp1.2,st-gb135,12,3,9.54
pp1,part A,STpp1.2,st-gb135,12,4,12.75
pp1,part A,STpp1.2,st-gb135,135,1,27.98
pp1,part A,STpp1.2,st-gb135,135,2,30.52
pp1,part A,STpp1.2,st-gb135,135,3,40.30
pp1,part A,STpp1.2,st-gb135,135,4,9.54
pp1,part A,STpp1.2,st-gb165,13,1,22.89
pp1,part A,STpp1.2,st-gb165,13,2,17.70
pp1,part A,STpp1.2,st-gb165,13,3,15.90
pp1,part A,STpp1.2,st-gb165,13,4,13.50
pp1,part A,STpp1.2,st-gb105,14,1,21.60
pp1,part A,STpp1.2,st-gb105,14,2,15.60
pp1,part A,STpp1.2,st-gb105,14,3,9.71
pp1,part A,STpp1.2,st-gb105,14,4,31.72
pp1,part A,STpp1.5,st-gb135,11,1,13.75
pp1,part A,STpp1.5,st-gb135,11,2,16.20
pp1,part A,STpp1.5,st-gb135,11,3,11.87
pp1,part A,STpp1.5,st-gb135,11,4,7.23
pp1,part A,STpp1.5,st-gb135,12,1,7.95
pp1,part A,STpp1.5,st-gb135,12,2,6.87
pp1,part A,STpp1.5,st-gb135,12,3,7.52
pp1,part A,STpp1.5,st-gb135,12,4,7.23
pp1,part A,STpp1.5,st-gb165,13,1,21.24
pp1,part A,STpp1.5,st-gb165,13,2,11.45
pp1,part A,STpp1.5,st-gb165,13,3,9.37
pp1,part A,STpp1.5,st-gb165,13,4,13.00
pp1,part A,STpp1.5,st-gb105,14,1,6.63
pp1,part A,STpp1.5,st-gb105,14,2,13.75
pp1,part A,STpp1.5,st-gb105,14,3,8.10
pp1,part A,STpp1.5,st-gb105,14,4,10.23
pp1,part A,STpp1.13,st-gb135,11,1,5.53
pp1,part A,STpp1.13,st-gb135,11,2,6.63
pp1,part A,STpp1.13,st-gb135,11,3,6.75
pp1,part A,STpp1.13,st-gb135,11,4,9.02
pp1,part A,STpp1.13,st-gb135,12,1,6.03
pp1,part A,STpp1.13,st-gb135,12,2,7.23
pp1,part A,STpp1.13,st-gb135,12,3,6.03
pp1,part A,STpp1.13,st-gb135,12,4,4.61
pp1,part A,STpp1.13,st-gb165,13,1,4.27
pp1,part A,STpp1.13,st-gb165,13,2,3.37
pp1,part A,STpp1.13,st-gb165,13,3,5.63
pp1,part A,STpp1.13,st-gb165,13,4,4.44
pp1,part A,STpp1.13,st-gb105,14,1,6.63
pp1,part A,STpp1.13,st-gb105,14,2,6.51
pp1,part A,STpp1.13,st-gb105,14,3,4.77
pp1,part A,STpp1.13,st-gb105,14,4,3.63
pp1,part A,STpp1.14,st-gb135,11,1,4.85
pp1,part A,STpp1.14,st-gb135,11,2,4.77
pp1,part A,STpp1.14,st-gb135,11,3,10.06
pp1,part A,STpp1.14,st-gb135,11,4,7.52
pp1,part A,STpp1.14,st-gb135,12,1,4.69
pp1,part A,STpp1.14,st-gb135,12,2,4.36
pp1,part A,STpp1.14,st-gb135,12,3,5.53
pp1,part A,STpp1.14,st-gb135,12,4,4.19
pp1,part A,STpp1.14,st-gb165,13,1,6.03
pp1,part A,STpp1.14,st-gb165,13,2,4.36
pp1,part A,STpp1.14,st-gb165,13,3,5.40
pp1,part A,STpp1.14,st-gb165,13,4,3.20
pp1,part A,STpp1.14,st-gb105,14,1,5.32
pp1,part A,STpp1.14,st-gb105,14,2,5.22
pp1,part A,STpp1.14,st-gb105,14,3,6.27
pp1,part A,STpp1.14,st-gb105,14,4,5.93
pp1,part A,STpp1.4,st-gb135,12,1,16.50
pp1,part A,STpp1.4,st-gb135,12,2,8.68
pp1,part A,STpp1.4,st-gb135,12,3,9.37
pp1,part A,STpp1.4,st-gb135,12,4,10.82
pp1,part A,STpp1.4,st-gb135,11,1,32.34
pp1,part A,STpp1.4,st-gb135,11,2,30.58
pp1,part A,STpp1.4,st-gb135,11,3,37.30
pp1,part A,STpp1.4,st-gb135,11,4,21.60
pp1,part A,STpp1.4,st-gb105,11,1,13.25
pp1,part A,STpp1.4,st-gb105,11,2,14.25
pp1,part A,STpp1.4,st-gb105,11,3,12.50
pp1,part A,STpp1.4,st-gb105,11,4,13.50
pp1,part A,STpp1.4,st-gb165,13,1,19.08
pp1,part A,STpp1.4,st-gb165,13,2,17.10
pp1,part A,STpp1.4,st-gb165,13,3,11.45
pp1,part A,STpp1.4,st-gb165,13,4,9.54
pp1,part A,STpp1.3,st-gb135,11,1,22.03
pp1,part A,STpp1.3,st-gb135,11,2,25.90
pp1,part A,STpp1.3,st-gb135,11,3,25.04
pp1,part A,STpp1.3,st-gb135,11,4,22.89
pp1,part A,STpp1.3,st-gb135,12,1,20.16
pp1,part A,STpp1.3,st-gb135,12,2,7.95
pp1,part A,STpp1.3,st-gb135,12,3,7.11
pp1,part A,STpp1.3,st-gb135,12,4,12.75
pp1,part A,STpp1.3,st-gb105,14,1,13.25
pp1,part A,STpp1.3,st-gb105,14,2,11.24
pp1,part A,STpp1.3,st-gb105,14,3,15.30
pp1,part A,STpp1.3,st-gb105,14,4,15.90
pp1,part A,STpp1.3,st-gb165,13,1,23.32
pp1,part A,STpp1.3,st-gb165,13,2,18.00
pp1,part A,STpp1.3,st-gb165,13,3,15.00
pp1,part A,STpp1.3,st-gb165,13,4,13.50
pp1,part A,STpp1.8,st-gb135,12,1,6.15
pp1,part A,STpp1.8,st-gb135,12,2,6.03
pp1,part A,STpp1.8,st-gb135,12,3,3.91
pp1,part A,STpp1.8,st-gb135,12,4,4.44
pp1,part A,STpp1.8,st-gb135,11,1,7.81
pp1,part A,STpp1.8,st-gb135,11,2,7.23
pp1,part A,STpp1.8,st-gb135,11,3,6.99
pp1,part A,STpp1.8,st-gb135,11,4,5.32
pp1,part A,STpp1.8,st-gb105,14,1,5.83
pp1,part A,STpp1.8,st-gb105,14,2,5.83
pp1,part A,STpp1.8,st-gb105,14,3,4.85
pp1,part A,STpp1.8,st-gb105,14,4,4.19
pp1,part A,STpp1.8,st-gb165,13,1,6.87
pp1,part A,STpp1.8,st-gb165,13,2,5.53
pp1,part A,STpp1.8,st-gb165,13,3,6.15
pp1,part A,STpp1.8,st-gb165,13,4,4.94
pp1,part A,STpp1.6,st-gb135,12,1,6.75
pp1,part A,STpp1.6,st-gb135,12,2,9.02
pp1,part A,STpp1.6,st-gb135,12,3,7.11
pp1,part A,STpp1.6,st-gb135,12,4,4.44
pp1,part A,STpp1.6,st-gb135,11,1,8.52
pp1,part A,STpp1.6,st-gb135,11,2,6.75
pp1,part A,STpp1.6,st-gb135,11,3,8.25
pp1,part A,STpp1.6,st-gb135,11,4,6.75
pp1,part A,STpp1.6,st-gb165,13,1,9.54
pp1,part A,STpp1.6,st-gb165,13,2,6.99
pp1,part A,STpp1.6,st-gb165,13,3,6.99
pp1,part A,STpp1.6,st-gb165,13,4,7.11
pp1,part A,STpp1.6,st-gb105,14,1,7.95
pp1,part A,STpp1.6,st-gb105,14,2,6.75
pp1,part A,STpp1.6,st-gb105,14,3,9.02
pp1,part A,STpp1.6,st-gb105,14,4,10.06
pp1,part A,STpp1.1,st-gb135,11,1,32.34
pp1,part A,STpp1.1,st-gb135,11,2,15.90
pp1,part A,STpp1.1,st-gb135,11,3,23.75
pp1,part A,STpp1.1,st-gb135,11,4,33.17
pp1,part A,STpp1.1,st-gb135,12,1,30.06
pp1,part A,STpp1.1,st-gb135,12,2,10.40
pp1,part A,STpp1.1,st-gb135,12,3,13.50
pp1,part A,STpp1.1,st-gb135,12,4,14.50
pp1,part A,STpp1.1,st-gb165,13,1,25.90
pp1,part A,STpp1.1,st-gb165,13,2,25.04
pp1,part A,STpp1.1,st-gb165,13,3,26.42
pp1,part A,STpp1.1,st-gb165,13,4,14.25
pp1,part A,STpp1.1,st-gb105,14,1,32.96
pp1,part A,STpp1.1,st-gb105,14,2,19.44
pp1,part A,STpp1.1,st-gb105,14,3,24.18
pp1,part A,STpp1.1,st-gb105,14,4,25.47
pp1,part A,STpp1.11,st-gb135,11,1,6.63
pp1,part A,STpp1.11,st-gb135,11,2,6.75
pp1,part A,STpp1.11,st-gb135,11,3,5.83
pp1,part A,STpp1.11,st-gb135,11,4,6.63
pp1,part A,STpp1.11,st-gb135,12,1,5.42
pp1,part A,STpp1.11,st-gb135,12,2,3.32
pp1,part A,STpp1.11,st-gb135,12,3,4.47
pp1,part A,STpp1.11,st-gb135,12,4,3.56
pp1,part A,STpp1.11,st-gb105,14,1,2.38
pp1,part A,STpp1.11,st-gb105,14,2,2.97
pp1,part A,STpp1.11,st-gb105,14,3,2.71
pp1,part A,STpp1.11,st-gb105,14,4,3.49
pp1,part A,STpp1.11,st-gb165,13,1,6.39
pp1,part A,STpp1.11,st-gb165,13,2,4.77
pp1,part A,STpp1.11,st-gb165,13,3,5.53
pp1,part A,STpp1.11,st-gb165,13,4,6.63
pp1,part A,STpp1.7,st-gb135,11,1,5.53
pp1,part A,STpp1.7,st-gb135,11,2,7.38
pp1,part A,STpp1.7,st-gb135,11,3,11.24
pp1,part A,STpp1.7,st-gb135,11,4,8.10
pp1,part A,STpp1.7,st-gb135,12,1,6.27
pp1,part A,STpp1.7,st-gb135,12,2,5.02
pp1,part A,STpp1.7,st-gb135,12,3,3.70
pp1,part A,STpp1.7,st-gb135,12,4,9.20
pp1,part A,STpp1.7,st-gb105,14,1,7.95
pp1,part A,STpp1.7,st-gb105,14,2,9.37
pp1,part A,STpp1.7,st-gb105,14,3,5.93
pp1,part A,STpp1.7,st-gb105,14,4,6.75
pp1,part A,STpp1.7,st-gb165,13,1,12.08
pp1,part A,STpp1.7,st-gb165,13,2,9.02
pp1,part A,STpp1.7,st-gb165,13,3,8.68
pp1,part A,STpp1.7,st-gb165,13,4,7.66
pp1,part A,STpp1.9,st-gb135,11,1,10.06
pp1,part A,STpp1.9,st-gb135,11,2,6.75
pp1,part A,STpp1.9,st-gb135,11,3,9.71
pp1,part A,STpp1.9,st-gb135,11,4,9.88
pp1,part A,STpp1.9,st-gb135,12,1,3.84
pp1,part A,STpp1.9,st-gb135,12,2,4.05
pp1,part A,STpp1.9,st-gb135,12,3,5.83
pp1,part A,STpp1.9,st-gb135,12,4,4.77
pp1,part A,STpp1.9,st-gb165,13,1,3.20
pp1,part A,STpp1.9,st-gb165,13,2,4.44
pp1,part A,STpp1.9,st-gb165,13,3,4.05
pp1,part A,STpp1.9,st-gb165,13,4,5.02
pp1,part A,STpp1.9,st-gb105,14,1,3.37
pp1,part A,STpp1.9,st-gb105,14,2,5.42
pp1,part A,STpp1.9,st-gb105,14,3,4.28
pp1,part A,STpp1.9,st-gb105,14,4,3.37
pp1,part A,STpp1.10,st-gb135,12,1,4.44
pp1,part A,STpp1.10,st-gb135,12,2,6.72
pp1,part A,STpp1.10,st-gb135,12,3,4.77
pp1,part A,STpp1.10,st-gb135,12,4,4.61
pp1,part A,STpp1.10,st-gb135,11,1,5.02
pp1,part A,STpp1.10,st-gb135,11,2,4.69
pp1,part A,STpp1.10,st-gb135,11,3,5.63
pp1,part A,STpp1.10,st-gb135,11,4,9.20
pp1,part A,STpp1.10,st-gb165,13,1,5.02
pp1,part A,STpp1.10,st-gb165,13,2,5.63
pp1,part A,STpp1.10,st-gb165,13,3,5.02
pp1,part A,STpp1.10,st-gb165,13,4,4.52
pp1,part A,STpp1.10,st-gb105,14,1,4.85
pp1,part A,STpp1.10,st-gb105,14,2,4.12
pp1,part A,STpp1.10,st-gb105,14,3,8.25
pp1,part A,STpp1.10,st-gb105,14,4,5.93
pp8,part A,STpp8.2,st-gb135,15,1,6.51
pp8,part A,STpp8.2,st-gb135,15,2,4.44
pp8,part A,STpp8.2,st-gb135,15,3,4.85
pp8,part A,STpp8.2,st-gb135,15,4,8.10
pp8,part A,STpp8.2,st-gb135,16,1,4.44
pp8,part A,STpp8.2,st-gb135,16,2,7.52
pp8,part A,STpp8.2,st-gb135,16,3,6.63
pp8,part A,STpp8.2,st-gb135,16,4,4.94
pp8,part A,STpp8.2,st-gb105,18,1,6.54
pp8,part A,STpp8.2,st-gb105,18,2,10.40
pp8,part A,STpp8.2,st-gb105,18,3,6.03
pp8,part A,STpp8.2,st-gb105,18,4,8.10
pp8,part A,STpp8.2,st-gb165,17,1,8.10
pp8,part A,STpp8.2,st-gb165,17,2,7.38
pp8,part A,STpp8.2,st-gb165,17,3,5.53
pp8,part A,STpp8.2,st-gb165,17,4,5.02
pp8,part A,STpp8.5,st-gb135,16,1,3.49
pp8,part A,STpp8.5,st-gb135,16,2,3.37
pp8,part A,STpp8.5,st-gb135,16,3,3.63
pp8,part A,STpp8.5,st-gb135,16,4,1.73
pp8,part A,STpp8.5,st-gb135,15,1,3.77
pp8,part A,STpp8.5,st-gb135,15,2,2.91
pp8,part A,STpp8.5,st-gb135,15,3,4.52
pp8,part A,STpp8.5,st-gb135,15,4,3.03
pp8,part A,STpp8.5,st-gb105,18,1,4.36
pp8,part A,STpp8.5,st-gb105,18,2,2.66
pp8,part A,STpp8.5,st-gb105,18,3,3.08
pp8,part A,STpp8.5,st-gb105,18,4,3.20
pp8,part A,STpp8.5,st-gb165,17,1,3.43
pp8,part A,STpp8.5,st-gb165,17,2,2.76
pp8,part A,STpp8.5,st-gb165,17,3,3.56
pp8,part A,STpp8.5,st-gb165,17,4,3.26
pp8,part A,STpp8.4,st-gb135,15,1,4.36
pp8,part A,STpp8.4,st-gb135,15,2,3.77
pp8,part A,STpp8.4,st-gb135,15,3,3.14
pp8,part A,STpp8.4,st-gb135,15,4,4.12
pp8,part A,STpp8.4,st-gb135,16,1,3.84
pp8,part A,STpp8.4,st-gb135,16,2,5.22
pp8,part A,STpp8.4,st-gb135,16,3,3.63
pp8,part A,STpp8.4,st-gb135,16,4,5.32
pp8,part A,STpp8.4,st-gb165,17,1,3.43
pp8,part A,STpp8.4,st-gb165,17,2,2.38
pp8,part A,STpp8.4,st-gb165,17,3,2.86
pp8,part A,STpp8.4,st-gb165,17,4,3.77
pp8,part A,STpp8.4,st-gb105,18,1,5.93
pp8,part A,STpp8.4,st-gb105,18,2,4.19
pp8,part A,STpp8.4,st-gb105,18,3,3.84
pp8,part A,STpp8.4,st-gb105,18,4,4.19
pp8,part A,STpp8.3,st-gb135,16,1,3.14
pp8,part A,STpp8.3,st-gb135,16,2,3.56
pp8,part A,STpp8.3,st-gb135,16,3,6.43
pp8,part A,STpp8.3,st-gb135,16,4,5.32
pp8,part A,STpp8.3,st-gb135,15,1,5.24
pp8,part A,STpp8.3,st-gb135,15,2,6.63
pp8,part A,STpp8.3,st-gb135,15,3,6.27
pp8,part A,STpp8.3,st-gb135,15,4,5.22
pp8,part A,STpp8.3,st-gb135,17,1,4.69
pp8,part A,STpp8.3,st-gb135,17,2,3.08
pp8,part A,STpp8.3,st-gb135,17,3,3.08
pp8,part A,STpp8.3,st-gb135,17,4,4.61
pp8,part A,STpp8.3,st-gb105,18,1,6.27
pp8,part A,STpp8.3,st-gb105,18,2,4.77
pp8,part A,STpp8.3,st-gb105,18,3,7.95
pp8,part A,STpp8.3,st-gb105,18,4,3.37
pp8,part A,STpp8.11,st-gb135,16,1,2.34
pp8,part A,STpp8.11,st-gb135,16,2,2.76
pp8,part A,STpp8.11,st-gb135,16,3,3.32
pp8,part A,STpp8.11,st-gb135,16,4,3.08
pp8,part A,STpp8.11,st-gb135,15,1,4.69
pp8,part A,STpp8.11,st-gb135,15,2,2.97
pp8,part A,STpp8.11,st-gb135,15,3,6.39
pp8,part A,STpp8.11,st-gb135,15,4,3.70
pp8,part A,STpp8.11,st-gb165,17,1,2.66
pp8,part A,STpp8.11,st-gb165,17,2,2.76
pp8,part A,STpp8.11,st-gb165,17,3,3.43
pp8,part A,STpp8.11,st-gb165,17,4,2.02
pp8,part A,STpp8.11,st-gb105,18,1,2.66
pp8,part A,STpp8.11,st-gb105,18,2,3.32
pp8,part A,STpp8.11,st-gb105,18,3,2.76
pp8,part A,STpp8.11,st-gb105,18,4,3.77
pp8,part A,STpp8.10,st-gb135,15,1,2.57
pp8,part A,STpp8.10,st-gb135,15,2,2.66
pp8,part A,STpp8.10,st-gb135,15,3,2.80
pp8,part A,STpp8.10,st-gb135,15,4,6.51
pp8,part A,STpp8.10,st-gb135,16,1,1.94
pp8,part A,STpp8.10,st-gb135,16,2,2.91
pp8,part A,STpp8.10,st-gb135,16,3,3.84
pp8,part A,STpp8.10,st-gb135,16,4,3.26
pp8,part A,STpp8.10,st-gb105,18,1,3.03
pp8,part A,STpp8.10,st-gb105,18,2,2.66
pp8,part A,STpp8.10,st-gb105,18,3,4.19
pp8,part A,STpp8.10,st-gb105,18,4,3.98
pp8,part A,STpp8.10,st-gb165,17,1,3.20
pp8,part A,STpp8.10,st-gb165,17,2,3.70
pp8,part A,STpp8.10,st-gb165,17,3,2.57
pp8,part A,STpp8.10,st-gb165,17,4,2.38
pp8,part A,STpp8.6,st-gb135,15,1,2.66
pp8,part A,STpp8.6,st-gb135,15,2,4.05
pp8,part A,STpp8.6,st-gb135,15,3,2.14
pp8,part A,STpp8.6,st-gb135,15,4,2.71
pp8,part A,STpp8.6,st-gb135,16,1,3.14
pp8,part A,STpp8.6,st-gb135,16,2,2.86
pp8,part A,STpp8.6,st-gb135,16,3,3.98
pp8,part A,STpp8.6,st-gb135,16,4,4.61
pp8,part A,STpp8.6,st-gb105,18,1,3.56
pp8,part A,STpp8.6,st-gb105,18,2,3.37
pp8,part A,STpp8.6,st-gb105,18,3,4.27
pp8,part A,STpp8.6,st-gb105,18,4,4.27
pp8,part A,STpp8.6,st-gb105,17,1,3.98
pp8,part A,STpp8.6,st-gb105,17,2,3.84
pp8,part A,STpp8.6,st-gb105,17,3,3.70
pp8,part A,STpp8.6,st-gb105,17,4,2.52
pp8,part A,STpp8.1,st-gb135,16,1,7.52
pp8,part A,STpp8.1,st-gb135,16,2,9.02
pp8,part A,STpp8.1,st-gb135,16,3,10.40
pp8,part A,STpp8.1,st-gb135,16,4,13.00
pp8,part A,STpp8.1,st-gb135,15,1,12.29
pp8,part A,STpp8.1,st-gb135,15,2,12.50
pp8,part A,STpp8.1,st-gb135,15,3,7.11
pp8,part A,STpp8.1,st-gb135,15,4,9.02
pp8,part A,STpp8.1,st-gb105,18,1,5.83
pp8,part A,STpp8.1,st-gb105,18,2,5.73
pp8,part A,STpp8.1,st-gb105,18,3,8.25
pp8,part A,STpp8.1,st-gb105,18,4,6.51
pp8,part A,STpp8.1,st-gb165,17,1,6.63
pp8,part A,STpp8.1,st-gb165,17,2,7.81
pp8,part A,STpp8.1,st-gb165,17,3,4.36
pp8,part A,STpp8.1,st-gb165,17,4,6.51
pp8,part A,STpp8.8,st-gb135,15,1,3.77
pp8,part A,STpp8.8,st-gb135,15,2,4.56
pp8,part A,STpp8.8,st-gb135,15,3,3.20
pp8,part A,STpp8.8,st-gb135,15,4,3.20
pp8,part A,STpp8.8,st-gb135,16,1,5.93
pp8,part A,STpp8.8,st-gb135,16,2,4.85
pp8,part A,STpp8.8,st-gb135,16,3,4.56
pp8,part A,STpp8.8,st-gb135,16,4,4.61
pp8,part A,STpp8.8,st-gb165,17,1,4.77
pp8,part A,STpp8.8,st-gb165,17,2,2.62
pp8,part A,STpp8.8,st-gb165,17,3,2.71
pp8,part A,STpp8.8,st-gb165,17,4,1.88
pp8,part A,STpp8.8,st-gb105,18,1,4.12
pp8,part A,STpp8.8,st-gb105,18,2,4.44
pp8,part A,STpp8.8,st-gb105,18,3,4.77
pp8,part A,STpp8.8,st-gb105,18,4,4.27
pp8,part A,STpp8.9,st-gb135,16,1,3.80
pp8,part A,STpp8.9,st-gb135,16,2,3.37
pp8,part A,STpp8.9,st-gb135,16,3,2.81
pp8,part A,STpp8.9,st-gb135,16,4,3.98
pp8,part A,STpp8.9,st-gb135,15,1,4.77
pp8,part A,STpp8.9,st-gb135,15,2,4.12
pp8,part A,STpp8.9,st-gb135,15,3,5.93
pp8,part A,STpp8.9,st-gb135,15,4,3.77
pp8,part A,STpp8.9,st-gb105,18,1,3.98
pp8,part A,STpp8.9,st-gb105,18,2,4.19
pp8,part A,STpp8.9,st-gb105,18,3,3.08
pp8,part A,STpp8.9,st-gb105,18,4,3.37
pp8,part A,STpp8.9,st-gb165,17,1,3.32
pp8,part A,STpp8.9,st-gb165,17,2,3.14
pp8,part A,STpp8.9,st-gb165,17,3,2.34
pp8,part A,STpp8.9,st-gb165,17,4,3.26
pp8,part A,STpp8.7,st-gb135,16,1,4.19
pp8,part A,STpp8.7,st-gb135,16,2,3.37
pp8,part A,STpp8.7,st-gb135,16,3,3.70
pp8,part A,STpp8.7,st-gb135,16,4,4.44
pp8,part A,STpp8.7,st-gb135,15,1,5.12
pp8,part A,STpp8.7,st-gb135,15,2,3.32
pp8,part A,STpp8.7,st-gb135,15,3,5.42
pp8,part A,STpp8.7,st-gb135,15,4,4.12
pp8,part A,STpp8.7,st-gb165,17,1,2.86
pp8,part A,STpp8.7,st-gb165,17,2,4.19
pp8,part A,STpp8.7,st-gb165,17,3,2.47
pp8,part A,STpp8.7,st-gb165,17,4,3.08
pp8,part A,STpp8.7,st-gb105,18,1,3.32
pp8,part A,STpp8.7,st-gb105,18,2,3.26
pp8,part A,STpp8.7,st-gb105,18,3,4.12
pp8,part A,STpp8.7,st-gb105,18,4,5.22
pp8,part A,STpp8.15,st-gb135,16,1,3.91
pp8,part A,STpp8.15,st-gb135,16,2,2.10
pp8,part A,STpp8.15,st-gb135,16,3,2.10
pp8,part A,STpp8.15,st-gb135,16,4,2.30
pp8,part A,STpp8.15,st-gb135,15,1,3.49
pp8,part A,STpp8.15,st-gb135,15,2,1.88
pp8,part A,STpp8.15,st-gb135,15,3,3.20
pp8,part A,STpp8.15,st-gb135,15,4,3.77
pp8,part A,STpp8.15,st-gb165,17,1,3.08
pp8,part A,STpp8.15,st-gb165,17,2,2.02
pp8,part A,STpp8.15,st-gb165,17,3,2.06
pp8,part A,STpp8.15,st-gb165,17,4,2.47
pp8,part A,STpp8.15,st-gb105,18,1,3.08
pp8,part A,STpp8.15,st-gb105,18,2,2.71
pp8,part A,STpp8.15,st-gb105,18,3,2.06
pp8,part A,STpp8.15,st-gb105,18,4,2.30
pp8,part A,STpp8.12,st-gb135,15,1,3.03
pp8,part A,STpp8.12,st-gb135,15,2,3.84
pp8,part A,STpp8.12,st-gb135,15,3,3.08
pp8,part A,STpp8.12,st-gb135,15,4,2.97
pp8,part A,STpp8.12,st-gb135,16,1,2.97
pp8,part A,STpp8.12,st-gb135,16,2,4.69
pp8,part A,STpp8.12,st-gb135,16,3,3.70
pp8,part A,STpp8.12,st-gb135,16,4,2.66
pp8,part A,STpp8.12,st-gb165,17,1,3.14
pp8,part A,STpp8.12,st-gb165,17,2,2.52
pp8,part A,STpp8.12,st-gb165,17,3,3.56
pp8,part A,STpp8.12,st-gb165,17,4,4.27
pp8,part A,STpp8.12,st-gb105,18,1,4.12
pp8,part A,STpp8.12,st-gb105,18,2,2.91
pp8,part A,STpp8.12,st-gb105,18,3,3.63
pp8,part A,STpp8.12,st-gb105,18,4,3.08
pp8,part A,STpp8.13,st-gb135,16,1,2.26
pp8,part A,STpp8.13,st-gb135,16,2,2.62
pp8,part A,STpp8.13,st-gb135,16,3,2.22
pp8,part A,STpp8.13,st-gb135,16,4,2.57
pp8,part A,STpp8.13,st-gb135,15,1,1.65
pp8,part A,STpp8.13,st-gb135,15,2,3.43
pp8,part A,STpp8.13,st-gb135,15,3,2.22
pp8,part A,STpp8.13,st-gb135,15,4,2.81
pp8,part A,STpp8.13,st-gb105,18,1,2.86
pp8,part A,STpp8.13,st-gb105,18,2,3.08
pp8,part A,STpp8.13,st-gb105,18,3,2.42
pp8,part A,STpp8.13,st-gb105,18,4,3.14
pp8,part A,STpp8.13,st-gb165,17,1,2.18
pp8,part A,STpp8.13,st-gb165,17,2,1.99
pp8,part A,STpp8.13,st-gb165,17,3,2.66
pp8,part A,STpp8.13,st-gb165,17,4,1.82
pp8,part A,STpp8.14,st-gb135,15,1,2.22
pp8,part A,STpp8.14,st-gb135,15,2,2.62
pp8,part A,STpp8.14,st-gb135,15,3,1.65
pp8,part A,STpp8.14,st-gb135,15,4,1.95
pp8,part A,STpp8.14,st-gb135,16,1,2.22
pp8,part A,STpp8.14,st-gb135,16,2,2.47
pp8,part A,STpp8.14,st-gb135,16,3,1.71
pp8,part A,STpp8.14,st-gb135,16,4,2.57
pp8,part A,STpp8.14,st-gb105,18,1,2.30
pp8,part A,STpp8.14,st-gb105,18,2,1.63
pp8,part A,STpp8.14,st-gb105,18,3,2.30
pp8,part A,STpp8.14,st-gb105,18,4,2.26
pp8,part A,STpp8.14,st-gb165,17,1,2.76
pp8,part A,STpp8.14,st-gb165,17,2,3.56
pp8,part A,STpp8.14,st-gb165,17,3,2.02
pp8,part A,STpp8.14,st-gb165,17,4,1.88
pp8,part C,STpp8.32,st-gb135,35,1,3.26
pp8,part C,STpp8.32,st-gb135,35,2,4.94
pp8,part C,STpp8.32,st-gb135,35,3,5.22
pp8,part C,STpp8.32,st-gb135,35,4,4.19
pp8,part C,STpp8.32,st-gb135,36,1,4.05
pp8,part C,STpp8.32,st-gb135,36,2,2.62
pp8,part C,STpp8.32,st-gb135,36,3,2.76
