Participant,Part,Source,File,Condition,Staircase,Score
pp4,part A,STpp4.5,st-gb165,13,4,2.81
pp4,part A,STpp4.5,st-gb105,14,1,4.94
pp4,part A,STpp4.5,st-gb105,14,2,7.11
pp4,part A,STpp4.5,st-gb105,14,3,4.61
pp4,part A,STpp4.5,st-gb105,14,4,9.71
pp4,part A,STpp4.2,st-gb135,12,1,7.66
pp4,part A,STpp4.2,st-gb135,12,2,6.99
pp4,part A,STpp4.2,st-gb135,12,3,5.63
pp4,part A,STpp4.2,st-gb135,12,4,9.71
pp4,part A,STpp4.2,st-gb135,11,1,6.87
pp4,part A,STpp4.2,st-gb135,11,2,4.94
pp4,part A,STpp4.2,st-gb135,11,3,5.93
pp4,part A,STpp4.2,st-gb135,11,4,7.81
pp4,part A,STpp4.2,st-gb165,13,1,6.15
pp4,part A,STpp4.2,st-gb165,13,2,4.85
pp4,part A,STpp4.2,st-gb165,13,3,3.56
pp4,part A,STpp4.2,st-gb165,13,4,3.43
pp4,part A,STpp4.2,st-gb105,14,1,9.02
pp4,part A,STpp4.2,st-gb105,14,2,6.51
pp4,part A,STpp4.2,st-gb105,14,3,5.22
pp4,part A,STpp4.2,st-gb105,14,4,6.99
pp4,part A,STpp4.11,st-gb135,11,1,3.70
pp4,part A,STpp4.11,st-gb135,11,2,3.32
pp4,part A,STpp4.11,st-gb135,11,3,4.19
pp4,part A,STpp4.11,st-gb135,11,4,4.69
pp4,part A,STpp4.11,st-gb135,12,1,5.42
pp4,part A,STpp4.11,st-gb135,12,2,3.49
pp4,part A,STpp4.11,st-gb135,12,3,2.86
pp4,part A,STpp4.11,st-gb135,12,4,5.12
pp4,part A,STpp4.11,st-gb105,14,1,5.02
pp4,part A,STpp4.11,st-gb105,14,2,5.22
pp4,part A,STpp4.11,st-gb105,14,3,3.56
pp4,part A,STpp4.11,st-gb105,14,4,5.02
pp4,part A,STpp4.11,st-gb165,13,1,3.37
pp4,part A,STpp4.11,st-gb165,13,2,5.12
pp4,part A,STpp4.11,st-gb165,13,3,5.12
pp4,part A,STpp4.11,st-gb165,13,4,4.69
pp4,part A,STpp4.10,st-gb135,12,1,4.05
pp4,part A,STpp4.10,st-gb135,12,2,2.81
pp4,part A,STpp4.10,st-gb135,12,3,2.81
pp4,part A,STpp4.10,st-gb135,12,4,3.14
pp4,part A,STpp4.10,st-gb135,11,1,4.19
pp4,part A,STpp4.10,st-gb135,11,2,4.27
pp4,part A,STpp4.10,st-gb135,11,3,4.36
pp4,part A,STpp4.10,st-gb135,11,4,3.70
pp4,part A,STpp4.10,st-gb165,13,1,4.36
pp4,part A,STpp4.10,st-gb165,13,2,4.77
pp4,part A,STpp4.10,st-gb165,13,3,4.05
pp4,part A,STpp4.10,st-gb165,13,4,3.91
pp4,part A,STpp4.10,st-gb105,14,1,6.51
pp4,part A,STpp4.10,st-gb105,14,2,4.05
pp4,part A,STpp4.10,st-gb105,14,3,5.73
pp4,part A,STpp4.10,st-gb105,14,4,6.39
pp4,part B,STpp4.30,st-gb135,21,1,2.86
pp4,part B,STpp4.30,st-gb135,21,2,3.84
pp4,part B,STpp4.30,st-gb135,21,3,3.84
pp4,part B,STpp4.30,st-gb135,21,4,3.56
pp4,part B,STpp4.30,st-gb045,22,1,2.91
pp4,part B,STpp4.30,st-gb045,22,2,2.02
pp4,part B,STpp4.30,st-gb045,22,3,2.66
pp4,part B,STpp4.30,st-gb045,22,4,4.12
pp4,part B,STpp4.30,st-gb105,24,1,2.38
pp4,part B,STpp4.30,st-gb105,24,2,4.84
pp4,part B,STpp4.30,st-gb105,24,3,2.76
pp4,part B,STpp4.30,st-gb105,24,4,3.63
pp4,part B,STpp4.30,st-gb165,23,1,4.44
pp4,part B,STpp4.30,st-gb165,23,2,2.66
pp4,part B,STpp4.30,st-gb165,23,3,3.32
pp4,part B,STpp4.30,st-gb165,23,4,3.43
pp4,part B,STpp4.23,st-gb045,22,1,2.30
pp4,part B,STpp4.23,st-gb045,22,2,2.86
pp4,part B,STpp4.23,st-gb045,22,3,2.38
pp4,part B,STpp4.23,st-gb045,22,4,2.30
pp4,part B,STpp4.23,st-gb135,21,1,3.20
pp4,part B,STpp4.23,st-gb135,21,2,4.05
pp4,part B,STpp4.23,st-gb135,21,3,4.36
pp4,part B,STpp4.23,st-gb135,21,4,5.53
pp4,part B,STpp4.23,st-gb105,24,1,4.61
pp4,part B,STpp4.23,st-gb105,24,2,4.05
pp4,part B,STpp4.23,st-gb105,24,3,3.08
pp4,part B,STpp4.23,st-gb105,24,4,4.36
pp4,part B,STpp4.23,st-gb165,23,1,3.03
pp4,part B,STpp4.23,st-gb165,23,2,3.14
pp4,part B,STpp4.23,st-gb165,23,3,3.56
pp4,part B,STpp4.23,st-gb165,23,4,2.57
pp4,part B,STpp4.24,st-gb135,21,1,4.61
pp4,part B,STpp4.24,st-gb135,21,2,4.19
pp4,part B,STpp4.24,st-gb135,21,3,5.32
pp4,part B,STpp4.24,st-gb135,21,4,4.36
pp4,part B,STpp4.24,st-gb045,22,1,3.56
pp4,part B,STpp4.24,st-gb045,22,2,3.56
pp4,part B,STpp4.24,st-gb045,22,3,2.34
pp4,part B,STpp4.24,st-gb045,22,4,4.61
pp4,part B,STpp4.24,st-gb165,23,1,3.98
pp4,part B,STpp4.24,st-gb165,23,2,4.61
pp4,part B,STpp4.24,st-gb165,23,3,5.12
pp4,part B,STpp4.24,st-gb165,23,4,3.03
pp4,part B,STpp4.24,st-gb105,24,1,4.52
pp4,part B,STpp4.24,st-gb105,24,2,4.36
pp4,part B,STpp4.24,st-gb105,24,3,6.51
pp4,part B,STpp4.24,st-gb105,24,4,3.98
pp4,part B,STpp4.25,st-gb045,22,1,2.97
pp4,part B,STpp4.25,st-gb045,22,2,2.91
pp4,part B,STpp4.25,st-gb045,22,3,2.57
pp4,part B,STpp4.25,st-gb045,22,4,3.26
pp4,part B,STpp4.25,st-gb135,21,1,4.27
pp4,part B,STpp4.25,st-gb135,21,2,4.12
pp4,part B,STpp4.25,st-gb135,21,3,3.84
pp4,part B,STpp4.25,st-gb135,21,4,8.85
pp4,part B,STpp4.25,st-gb165,23,1,6.27
pp4,part B,STpp4.25,st-gb165,23,2,2.30
pp4,part B,STpp4.25,st-gb165,23,3,2.42
pp4,part B,STpp4.25,st-gb165,23,4,3.37
pp4,part B,STpp4.25,st-gb105,24,1,5.02
pp4,part B,STpp4.25,st-gb105,24,2,4.05
pp4,part B,STpp4.25,st-gb105,24,3,3.20
pp4,part B,STpp4.25,st-gb105,24,4,4.94
pp4,part B,STpp4.22,st-gb135,21,1,4.69
pp4,part B,STpp4.22,st-gb135,21,2,4.27
pp4,part B,STpp4.22,st-gb135,21,3,4.77
pp4,part B,STpp4.22,st-gb135,21,4,3.98
pp4,part B,STpp4.22,st-gb045,22,1,3.03
pp4,part B,STpp4.22,st-gb045,22,2,2.30
pp4,part B,STpp4.22,st-gb045,22,3,3.14
pp4,part B,STpp4.22,st-gb045,22,4,2.52
pp4,part B,STpp4.22,st-gb105,24,1,4.36
pp4,part B,STpp4.22,st-gb105,24,2,2.91
pp4,part B,STpp4.22,st-gb105,24,3,3.32
pp4,part B,STpp4.22,st-gb105,24,4,3.08
pp4,part B,STpp4.22,st-gb165,23,1,4.19
pp4,part B,STpp4.22,st-gb165,23,2,3.20
pp4,part B,STpp4.22,st-gb165,23,3,3.26
pp4,part B,STpp4.22,st-gb165,23,4,2.97
pp4,part B,STpp4.18,st-gb135,21,1,6.15
pp4,part B,STpp4.18,st-gb135,21,2,7.66
pp4,part B,STpp4.18,st-gb135,21,3,5.22
pp4,part B,STpp4.18,st-gb135,21,4,6.15
pp4,part B,STpp4.18,st-gb045,22,1,3.32
pp4,part B,STpp4.18,st-gb045,22,2,4.05
pp4,part B,STpp4.18,st-gb045,22,3,3.37
pp4,part B,STpp4.18,st-gb045,22,4,3.26
pp4,part B,STpp4.18,st-gb105,24,1,4.44
pp4,part B,STpp4.18,st-gb105,24,2,5.32
pp4,part B,STpp4.18,st-gb105,24,3,4.27
pp4,part B,STpp4.18,st-gb105,24,4,3.63
pp4,part B,STpp4.18,st-gb165,23,1,3.98
pp4,part B,STpp4.18,st-gb165,23,2,4.69
pp4,part B,STpp4.18,st-gb165,23,3,4.77
pp4,part B,STpp4.18,st-gb165,23,4,5.12
pp4,part B,STpp4.27,st-gb045,22,1,3.32
pp4,part B,STpp4.27,st-gb045,22,2,2.06
pp4,part B,STpp4.27,st-gb045,22,3,2.57
pp4,part B,STpp4.27,st-gb045,22,4,3.91
pp4,part B,STpp4.27,st-gb135,21,1,4.27
pp4,part B,STpp4.27,st-gb135,21,2,3.77
pp4,part B,STpp4.27,st-gb135,21,3,3.56
pp4,part B,STpp4.27,st-gb135,21,4,3.49
pp4,part B,STpp4.27,st-gb105,24,1,3.08
pp4,part B,STpp4.27,st-gb105,24,2,4.94
pp4,part B,STpp4.27,st-gb105,24,3,2.86
pp4,part B,STpp4.27,st-gb105,24,4,4.77
pp4,part B,STpp4.27,st-gb165,23,1,5.53
pp4,part B,STpp4.27,st-gb165,23,2,4.69
pp4,part B,STpp4.27,st-gb165,23,3,3.56
pp4,part B,STpp4.27,st-gb165,23,4,3.43
pp4,part B,STpp4.20,st-gb135,21,1,4.77
pp4,part B,STpp4.20,st-gb135,21,2,4.12
pp4,part B,STpp4.20,st-gb135,21,3,3.84
pp4,part B,STpp4.20,st-gb135,21,4,2.14
pp4,part B,STpp4.20,st-gb045,22,1,5.02
pp4,part B,STpp4.20,st-gb045,22,2,2.76
pp4,part B,STpp4.20,st-gb045,22,3,4.19
pp4,part B,STpp4.20,st-gb045,22,4,4.69
pp4,part B,STpp4.20,st-gb165,23,1,3.84
pp4,part B,STpp4.20,st-gb165,23,2,4.44
pp4,part B,STpp4.20,st-gb165,23,3,3.03
pp4,part B,STpp4.20,st-gb165,23,4,2.66
pp4,part B,STpp4.20,st-gb105,24,1,4.05
pp4,part B,STpp4.20,st-gb105,24,2,4.77
pp4,part B,STpp4.20,st-gb105,24,3,5.42
pp4,part B,STpp4.20,st-gb105,24,4,4.85
pp4,part B,STpp4.29,st-gb045,22,1,1.68
pp4,part B,STpp4.29,st-gb045,22,2,2.30
pp4,part B,STpp4.29,st-gb045,22,3,2.14
pp4,part B,STpp4.29,st-gb045,22,4,1.71
pp4,part B,STpp4.29,st-gb135,21,1,3.32
pp4,part B,STpp4.29,st-gb135,21,2,2.57
pp4,part B,STpp4.29,st-gb135,21,3,2.42
pp4,part B,STpp4.29,st-gb135,21,4,2.38
pp4,part B,STpp4.29,st-gb165,23,1,4.27
pp4,part B,STpp4.29,st-gb165,23,2,2.42
pp4,part B,STpp4.29,st-gb165,23,3,2.66
pp4,part B,STpp4.29,st-gb165,23,4,2.71
pp4,part B,STpp4.29,st-gb105,24,1,3.84
pp4,part B,STpp4.29,st-gb105,24,2,6.03
pp4,part B,STpp4.29,st-gb105,24,3,3.77
pp4,part B,STpp4.29,st-gb105,24,4,3.56
pp4,part B,STpp4.16,st-gb135,21,1,3.91
pp4,part B,STpp4.16,st-gb135,21,2,8.53
pp4,part B,STpp4.16,st-gb135,21,3,13.00
pp4,part B,STpp4.16,st-gb135,21,4,16.20
pp4,part B,STpp4.16,st-gb045,22,1,8.39
pp4,part B,STpp4.16,st-gb045,22,2,10.82
pp4,part B,STpp4.16,st-gb045,22,3,25.47
pp4,part B,STpp4.16,st-gb045,22,4,9.02
pp4,part B,STpp4.16,st-gb165,23,1,6.63
pp4,part B,STpp4.16,st-gb165,23,2,4.52
pp4,part B,STpp4.16,st-gb165,23,3,4.77
pp4,part B,STpp4.16,st-gb165,23,4,5.63
pp4,part B,STpp4.16,st-gb105,24,1,11.87
pp4,part B,STpp4.16,st-gb105,24,2,10.23
pp4,part B,STpp4.16,st-gb105,24,3,9.20
pp4,part B,STpp4.16,st-gb105,24,4,6.51
pp4,part B,STpp4.28,st-gb135,21,1,3.63
pp4,part B,STpp4.28,st-gb135,21,2,3.77
pp4,part B,STpp4.28,st-gb135,21,3,5.22
pp4,part B,STpp4.28,st-gb135,21,4,3.63
pp4,part B,STpp4.28,st-gb045,22,1,1.82
pp4,part B,STpp4.28,st-gb045,22,2,4.36
pp4,part B,STpp4.28,st-gb045,22,3,4.36
pp4,part B,STpp4.28,st-gb045,22,4,3.32
pp4,part B,STpp4.28,st-gb165,23,1,5.42
pp4,part B,STpp4.28,st-gb165,23,2,4.05
pp4,part B,STpp4.28,st-gb165,23,3,3.91
pp4,part B,STpp4.28,st-gb165,23,4,4.27
pp4,part B,STpp4.28,st-gb105,24,1,3.77
pp4,part B,STpp4.28,st-gb105,24,2,4.12
pp4,part B,STpp4.28,st-gb105,24,3,3.84
pp4,part B,STpp4.28,st-gb105,24,4,5.12
pp4,part B,STpp4.17,st-gb045,22,1,4.52
pp4,part B,STpp4.17,st-gb045,22,2,3.77
pp4,part B,STpp4.17,st-gb045,22,3,3.37
pp4,part B,STpp4.17,st-gb045,22,4,4.94
pp4,part B,STpp4.17,st-gb135,21,1,5.63
pp4,part B,STpp4.17,st-gb135,21,2,5.73
pp4,part B,STpp4.17,st-gb135,21,3,10.06
pp4,part B,STpp4.17,st-gb135,21,4,10.23
pp4,part B,STpp4.17,st-gb165,23,1,4.36
pp4,part B,STpp4.17,st-gb165,23,2,2.81
pp4,part B,STpp4.17,st-gb165,23,3,6.51
pp4,part B,STpp4.17,st-gb165,23,4,3.98
pp4,part B,STpp4.17,st-gb105,24,1,5.22
pp4,part B,STpp4.17,st-gb105,24,2,8.68
pp4,part B,STpp4.17,st-gb105,24,3,10.06
pp4,part B,STpp4.17,st-gb105,24,4,8.53
pp4,part B,STpp4.21,st-gb045,22,1,2.26
pp4,part B,STpp4.21,st-gb045,22,2,2.52
pp4,part B,STpp4.21,st-gb045,22,3,3.49
pp4,part B,STpp4.21,st-gb045,22,4,2.18
pp4,part B,STpp4.21,st-gb135,21,1,3.91
pp4,part B,STpp4.21,st-gb135,21,2,5.93
pp4,part B,STpp4.21,st-gb135,21,3,15.90
pp4,part B,STpp4.21,st-gb135,21,4,6.27
pp4,part B,STpp4.21,st-gb165,23,1,4.19
pp4,part B,STpp4.21,st-gb165,23,2,2.86
pp4,part B,STpp4.21,st-gb165,23,3,3.84
pp4,part B,STpp4.21,st-gb165,23,4,1.99
pp4,part B,STpp4.21,st-gb105,24,1,3.43
pp4,part B,STpp4.21,st-gb105,24,2,4.85
pp4,part B,STpp4.21,st-gb105,24,3,4.12
pp4,part B,STpp4.21,st-gb105,24,4,3.56
pp4,part B,STpp4.19,st-gb045,22,1,3.98
pp4,part B,STpp4.19,st-gb045,22,2,3.63
pp4,part B,STpp4.19,st-gb045,22,3,3.14
pp4,part B,STpp4.19,st-gb045,22,4,5.32
pp4,part B,STpp4.19,st-gb135,21,1,3.23
pp4,part B,STpp4.19,st-gb135,21,2,6.39
pp4,part B,STpp4.19,st-gb135,21,3,5.53
pp4,part B,STpp4.19,st-gb135,21,4,5.83
pp4,part B,STpp4.19,st-gb105,24,1,4.36
pp4,part B,STpp4.19,st-gb105,24,2,5.12
pp4,part B,STpp4.19,st-gb105,24,3,4.69
pp4,part B,STpp4.19,st-gb105,24,4,6.15
pp4,part B,STpp4.19,st-gb165,23,1,4.77
pp4,part B,STpp4.19,st-gb165,23,2,3.77
pp4,part B,STpp4.19,st-gb165,23,3,5.53
pp4,part B,STpp4.19,st-gb165,23,4,3.77
pp4,part B,STpp4.26,st-gb135,21,1,3.14
pp4,part B,STpp4.26,st-gb135,21,2,3.14
pp4,part B,STpp4.26,st-gb135,21,3,5.42
pp4,part B,STpp4.26,st-gb135,21,4,7.23
pp4,part B,STpp4.26,st-gb045,22,1,2.22
pp4,part B,STpp4.26,st-gb045,22,2,3.32
pp4,part B,STpp4.26,st-gb045,22,3,3.63
pp4,part B,STpp4.26,st-gb045,22,4,4.36
pp4,part B,STpp4.26,st-gb105,24,1,7.52
pp4,part B,STpp4.26,st-gb105,24,2,4.61
pp4,part B,STpp4.26,st-gb105,24,3,6.75
pp4,part B,STpp4.26,st-gb105,24,4,8.53
pp4,part B,STpp4.26,st-gb165,23,1,5.22
pp4,part B,STpp4.26,st-gb165,23,2,4.94
pp4,part B,STpp4.26,st-gb165,23,3,6.51
pp4,part B,STpp4.26,st-gb165,23,4,4.61
pp4,part C,STpp4.38,st-gb135,32,1,2.66
pp4,part C,STpp4.38,st-gb135,32,2,2.57
pp4,part C,STpp4.38,st-gb135,32,3,4.36
pp4,part C,STpp4.38,st-gb135,32,4,4.61
pp4,part C,STpp4.38,st-gb135,31,1,5.22
pp4,part C,STpp4.38,st-gb135,31,2,4.61
pp4,part C,STpp4.38,st-gb135,31,3,5.73
pp4,part C,STpp4.38,st-gb135,31,4,5.53
pp4,part C,STpp4.38,st-gb165,33,1,7.81
pp4,part C,STpp4.38,st-gb165,33,2,10.61
pp4,part C,STpp4.38,st-gb165,33,3,7.66
pp4,part C,STpp4.38,st-gb165,33,4,4.19
pp4,part C,STpp4.38,st-gb105,34,1,6.15
pp4,part C,STpp4.38,st-gb105,34,2,7.38
pp4,part C,STpp4.38,st-gb105,34,3,6.15
pp4,part C,STpp4.38,st-gb105,34,4,7.66
pp4,part C,STpp4.31,st-gb135,31,1,5.93
pp4,part C,STpp4.31,st-gb135,31,2,6.75
pp4,part C,STpp4.31,st-gb135,31,3,3.43
pp4,part C,STpp4.31,st-gb135,31,4,8.85
pp4,part C,STpp4.31,st-gb135,32,1,3.26
pp4,part C,STpp4.31,st-gb135,32,2,6.75
pp4,part C,STpp4.31,st-gb135,32,3,4.69
pp4,part C,STpp4.31,st-gb135,32,4,3.41
pp4,part C,STpp4.31,st-gb105,34,1,5.63
pp4,part C,STpp4.31,st-gb105,34,2,5.63
pp4,part C,STpp4.31,st-gb105,34,3,5.93
pp4,part C,STpp4.31,st-gb105,34,4,4.92
pp4,part C,STpp4.31,st-gb165,33,1,6.27
pp4,part C,STpp4.31,st-gb165,33,2,8.39
pp4,part C,STpp4.31,st-gb165,33,3,6.15
pp4,part C,STpp4.31,st-gb165,33,4,6.27
pp4,part C,STpp4.36,st-gb135,32,1,3.49
pp4,part C,STpp4.36,st-gb135,32,2,4.19
pp4,part C,STpp4.36,st-gb135,32,3,3.32
pp4,part C,STpp4.36,st-gb135,32,4,3.98
pp4,part C,STpp4.36,st-gb135,31,1,5.12
pp4,part C,STpp4.36,st-gb135,31,2,4.94
pp4,part C,STpp4.36,st-gb135,31,3,5.02
pp4,part C,STpp4.36,st-gb135,31,4,3.91
pp4,part C,STpp4.36,st-gb105,34,1,4.69
pp4,part C,STpp4.36,st-gb105,34,2,8.39
pp4,part C,STpp4.36,st-gb105,34,3,5.12
pp4,part C,STpp4.36,st-gb105,34,4,6.75
pp4,part C,STpp4.36,st-gb165,33,1,5.83
pp4,part C,STpp4.36,st-gb165,33,2,4.69
pp4,part C,STpp4.36,st-gb165,33,3,4.19
pp4,part C,STpp4.36,st-gb165,33,4,3.91
pp4,part C,STpp4.37,st-gb135,31,1,3.37
pp4,part C,STpp4.37,st-gb135,31,2,3.98
pp4,part C,STpp4.37,st-gb135,31,3,4.85
pp4,part C,STpp4.37,st-gb135,31,4,4.44
pp4,part C,STpp4.37,st-gb135,32,1,2.47
pp4,part C,STpp4.37,st-gb135,32,2,2.91
pp4,part C,STpp4.37,st-gb135,32,3,2.76
pp4,part C,STpp4.37,st-gb135,32,4,4.61
pp4,part C,STpp4.37,st-gb165,33,1,14.00
pp4,part C,STpp4.37,st-gb165,33,2,12.08
pp4,part C,STpp4.37,st-gb165,33,3,17.10
pp4,part C,STpp4.37,st-gb165,33,4,11.66
pp4,part C,STpp4.37,st-gb105,34,1,4.19
pp4,part C,STpp4.37,st-gb105,34,2,7.81
pp4,part C,STpp4.37,st-gb105,34,3,7.38
pp4,part C,STpp4.37,st-gb105,34,4,5.12
pp4,part C,STpp4.39,st-gb135,31,1,3.98
pp4,part C,STpp4.39,st-gb135,31,2,4.12
pp4,part C,STpp4.39,st-gb135,31,3,18.00
pp4,part C,STpp4.39,st-gb135,31,4,9.37
pp4,part C,STpp4.39,st-gb135,32,1,3.77
pp4,part C,STpp4.39,st-gb135,32,2,4.44
pp4,part C,STpp4.39,st-gb135,32,3,13.00
pp4,part C,STpp4.39,st-gb135,32,4,11.66
pp4,part C,STpp4.39,st-gb105,34,1,3.91
pp4,part C,STpp4.39,st-gb105,34,2,4.44
pp4,part C,STpp4.39,st-gb105,34,3,5.73
pp4,part C,STpp4.39,st-gb105,34,4,4.61
pp4,part C,STpp4.39,st-gb165,33,1,8.10
pp4,part C,STpp4.39,st-gb165,33,2,6.99
pp4,part C,STpp4.39,st-gb165,33,3,5.93
pp4,part C,STpp4.39,st-gb165,33,4,4.77
pp4,part C,STpp4.41,st-gb135,31,1,4.12
pp4,part C,STpp4.41,st-gb135,31,2,3.37
pp4,part C,STpp4.41,st-gb135,31,3,5.42
pp4,part C,STpp4.41,st-gb135,31,4,7.95
pp4,part C,STpp4.41,st-gb135,32,1,2.62
pp4,part C,STpp4.41,st-gb135,32,2,5.22
pp4,part C,STpp4.41,st-gb135,32,3,4.05
pp4,part C,STpp4.41,st-gb135,32,4,5.73
pp4,part C,STpp4.41,st-gb165,33,1,8.85
pp4,part C,STpp4.41,st-gb165,33,2,5.12
pp4,part C,STpp4.41,st-gb165,33,3,8.68
pp4,part C,STpp4.41,st-gb165,33,4,4.61
pp4,part C,STpp4.41,st-gb105,34,1,7.52
pp4,part C,STpp4.41,st-gb105,34,2,5.53
pp4,part C,STpp4.41,st-gb105,34,3,7.95
pp4,part C,STpp4.41,st-gb105,34,4,4.61
pp4,part C,STpp4.40,st-gb135,32,1,2.47
pp4,part C,STpp4.40,st-gb135,32,2,2.06
pp4,part C,STpp4.40,st-gb135,32,3,1.95
pp4,part C,STpp4.40,st-gb135,32,4,2.66
pp4,part C,STpp4.40,st-gb135,31,1,2.86
pp4,part C,STpp4.40,st-gb135,31,2,3.70
pp4,part C,STpp4.40,st-gb135,31,3,2.97
pp4,part C,STpp4.40,st-gb135,31,4,3.84
pp4,part C,STpp4.40,st-gb105,34,1,3.49
pp4,part C,STpp4.40,st-gb105,34,2,3.84
pp4,part C,STpp4.40,st-gb105,34,3,4.94
pp4,part C,STpp4.40,st-gb105,34,4,4.05
pp4,part C,STpp4.40,st-gb165,33,1,5.12
pp4,part C,STpp4.40,st-gb165,33,2,3.98
pp4,part C,STpp4.40,st-gb165,33,3,3.43
pp4,part C,STpp4.40,st-gb165,33,4,5.02
pp4,part C,STpp4.35,st-gb135,31,1,4.44
pp4,part C,STpp4.35,st-gb135,31,2,6.03
pp4,part C,STpp4.35,st-gb135,31,3,4.52
pp4,part C,STpp4.35,st-gb135,31,4,9.20
pp4,part C,STpp4.35,st-gb135,32,1,2.91
pp4,part C,STpp4.35,st-gb135,32,2,5.42
pp4,part C,STpp4.35,st-gb135,32,3,7.81
pp4,part C,STpp4.35,st-gb135,32,4,8.53
pp4,part C,STpp4.35,st-gb105,34,1,3.84
pp4,part C,STpp4.35,st-gb105,34,2,4.36
pp4,part C,STpp4.35,st-gb105,34,3,3.84
pp4,part C,STpp4.35,st-gb105,34,4,4.77
pp4,part C,STpp4.35,st-gb165,33,1,4.19
pp4,part C,STpp4.35,st-gb165,33,2,5.93
pp4,part C,STpp4.35,st-gb165,33,3,3.84
pp4,part C,STpp4.35,st-gb165,33,4,3.56
pp4,part C,STpp4.32,st-gb135,32,1,4.19
pp4,part C,STpp4.32,st-gb135,32,2,2.81
pp4,part C,STpp4.32,st-gb135,32,3,3.63
pp4,part C,STpp4.32,st-gb135,32,4,3.37
pp4,part C,STpp4.32,st-gb135,31,1,4.85
pp4,part C,STpp4.32,st-gb135,31,2,4.69
pp4,part C,STpp4.32,st-gb135,31,3,4.52
pp4,part C,STpp4.32,st-gb135,31,4,5.81
pp4,part C,STpp4.32,st-gb135,34,1,4.36
pp4,part C,STpp4.32,st-gb135,34,2,4.05
pp4,part C,STpp4.32,st-gb135,34,3,6.75
pp4,part C,STpp4.32,st-gb135,34,4,4.44
pp4,part C,STpp4.32,st-gb165,33,1,10.23
pp4,part C,STpp4.32,st-gb165,33,2,14.25
pp4,part C,STpp4.32,st-gb165,33,3,9.71
pp4,part C,STpp4.32,st-gb165,33,4,7.95
pp4,part C,STpp4.33,st-gb135,31,1,3.98
pp4,part C,STpp4.33,st-gb135,31,2,7.52
pp4,part C,STpp4.33,st-gb135,31,3,5.93
pp4,part C,STpp4.33,st-gb135,31,4,4.61
pp4,part C,STpp4.33,st-gb135,32,1,3.32
pp4,part C,STpp4.33,st-gb135,32,2,3.03
pp4,part C,STpp4.33,st-gb135,32,3,3.49
pp4,part C,STpp4.33,st-gb135,32,4,3.63
pp4,part C,STpp4.33,st-gb165,33,1,7.52
pp4,part C,STpp4.33,st-gb165,33,2,5.22
pp4,part C,STpp4.33,st-gb165,33,3,6.39
pp4,part C,STpp4.33,st-gb165,33,4,7.11
pp4,part C,STpp4.33,st-gb105,34,1,3.70
pp4,part C,STpp4.33,st-gb105,34,2,6.03
pp4,part C,STpp4.33,st-gb105,34,3,14.00
pp4,part C,STpp4.33,st-gb105,34,4,4.61
pp4,part C,STpp4.34,st-gb135,32,1,3.03
pp4,part C,STpp4.34,st-gb135,32,2,3.26
pp4,part C,STpp4.34,st-gb135,32,3,2.52
pp4,part C,STpp4.34,st-gb135,32,4,2.97
pp4,part C,STpp4.34,st-gb135,31,1,9.37
pp4,part C,STpp4.34,st-gb135,31,2,5.73
pp4,part C,STpp4.34,st-gb135,31,3,7.23
pp4,part C,STpp4.34,st-gb135,31,4,7.23
pp4,part C,STpp4.34,st-gb165,33,1,6.15
pp4,part C,STpp4.34,st-gb165,33,2,5.83
pp4,part C,STpp4.34,st-gb165,33,3,4.85
pp4,part C,STpp4.34,st-gb165,33,4,5.63
pp4,part C,STpp4.34,st-gb105,34,1,5.02
pp4,part C,STpp4.34,st-gb105,34,2,5.42
pp4,part C,STpp4.34,st-gb105,34,3,4.05
pp4,part C,STpp4.34,st-gb105,34,4,3.98
pp4,part C,STpp4.45,st-gb135,32,1,2.26
pp4,part C,STpp4.45,st-gb135,32,2,3.08
pp4,part C,STpp4.45,st-gb135,32,3,3.43
pp4,part C,STpp4.45,st-gb135,32,4,2.42
pp4,part C,STpp4.45,st-gb135,31,1,4.85
pp4,part C,STpp4.45,st-gb135,31,2,4.61
pp4,part C,STpp4.45,st-gb135,31,3,8.39
pp4,part C,STpp4.45,st-gb135,31,4,4.69
pp4,part C,STpp4.45,st-gb105,34,1,9.88
pp4,part C,STpp4.45,st-gb105,34,2,9.54
pp4,part C,STpp4.45,st-gb105,34,3,6.75
pp4,part C,STpp4.45,st-gb105,34,4,11.03
pp4,part C,STpp4.45,st-gb165,33,1,7.38
pp4,part C,STpp4.45,st-gb165,33,2,4.69
pp4,part C,STpp4.45,st-gb165,33,3,5.42
pp4,part C,STpp4.45,st-gb165,33,4,6.27
pp4,part C,STpp4.42,st-gb135,32,1,2.66
pp4,part C,STpp4.42,st-gb135,32,2,2.81
pp4,part C,STpp4.42,st-gb135,32,3,3.70
pp4,part C,STpp4.42,st-gb135,32,4,3.26
pp4,part C,STpp4.42,st-gb135,31,1,4.77
pp4,part C,STpp4.42,st-gb135,31,2,5.73
pp4,part C,STpp4.42,st-gb135,31,3,5.93
pp4,part C,STpp4.42,st-gb135,31,4,5.22
pp4,part C,STpp4.42,st-gb165,33,1,4.52
pp4,part C,STpp4.42,st-gb165,33,2,7.52
pp4,part C,STpp4.42,st-gb165,33,3,4.69
pp4,part C,STpp4.42,st-gb165,33,4,4.85
pp4,part C,STpp4.42,st-gb105,34,1,5.02
pp4,part C,STpp4.42,st-gb105,34,2,4.69
